t_us,ptr,bytes,kind,tag,owner_func,owner_site
11386501084,0x7d63bf600000,176,GPUArrayPinned,icp_state,cuvslam::cuda::GPUICPTools::GPUICPTools,/cuvslam/libs/cuda_modules/icp_tools.cpp:23
11386501088,0x7d63bbe00000,176,GPUArrayPinnedHost,icp_state:host,cuvslam::cuda::GPUICPTools::GPUICPTools,/cuvslam/libs/cuda_modules/icp_tools.cpp:23
11386501103,0x7d63bf600200,176,GPUArrayPinned,icp_state,cuvslam::cuda::GPUICPTools::GPUICPTools,/cuvslam/libs/cuda_modules/icp_tools.cpp:23 (discriminator 2)
11386501106,0x7d63bbe00200,176,GPUArrayPinnedHost,icp_state:host,cuvslam::cuda::GPUICPTools::GPUICPTools,/cuvslam/libs/cuda_modules/icp_tools.cpp:23 (discriminator 2)
11386501118,0x7d63bf600400,48000,GPUArrayPinned,icp_state,cuvslam::cuda::GPUICPTools::GPUICPTools,/cuvslam/libs/cuda_modules/icp_tools.cpp:23 (discriminator 4)
11386501121,0x7d63bbe00400,48000,GPUArrayPinnedHost,icp_state:host,cuvslam::cuda::GPUICPTools::GPUICPTools,/cuvslam/libs/cuda_modules/icp_tools.cpp:23 (discriminator 4)
11386501132,0x7d63bf60c000,24000,GPUArrayPinned,icp_state,cuvslam::cuda::GPUICPTools::GPUICPTools,/cuvslam/libs/cuda_modules/icp_tools.cpp:23 (discriminator 6)
11386501134,0x7d63bbe0c000,24000,GPUArrayPinnedHost,icp_state:host,cuvslam::cuda::GPUICPTools::GPUICPTools,/cuvslam/libs/cuda_modules/icp_tools.cpp:23 (discriminator 6)
11386501174,0x7d63bf611e00,4,GPUArrayPinned,ba_linear_system,cuvslam::sba::SchurComplementBundlerGpu::Impl::Impl,/cuvslam/libs/sba/schur_complement_bundler_gpu.cpp:59
11386501177,0x7d63bbe11e00,4,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::sba::SchurComplementBundlerGpu::Impl::Impl,/cuvslam/libs/sba/schur_complement_bundler_gpu.cpp:59
11386501188,0x7d63bf612000,4,GPUArrayPinned,ba_linear_system,cuvslam::sba::SchurComplementBundlerGpu::Impl::Impl,/cuvslam/libs/sba/schur_complement_bundler_gpu.cpp:59 (discriminator 2)
11386501191,0x7d63bbe12000,4,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::sba::SchurComplementBundlerGpu::Impl::Impl,/cuvslam/libs/sba/schur_complement_bundler_gpu.cpp:59 (discriminator 2)
11386501199,0x7d63bf612200,4,GPUArrayPinned,ba_linear_system,cuvslam::sba::SchurComplementBundlerGpu::Impl::Impl,/cuvslam/libs/sba/schur_complement_bundler_gpu.cpp:59 (discriminator 4)
11386501202,0x7d63bbe12200,4,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::sba::SchurComplementBundlerGpu::Impl::Impl,/cuvslam/libs/sba/schur_complement_bundler_gpu.cpp:59 (discriminator 4)
11386501212,0x7d63bf612400,8,GPUArrayPinned,ba_linear_system,cuvslam::sba::SchurComplementBundlerGpu::Impl::Impl,/cuvslam/libs/sba/schur_complement_bundler_gpu.cpp:59 (discriminator 6)
11386501215,0x7d63bbe12400,8,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::sba::SchurComplementBundlerGpu::Impl::Impl,/cuvslam/libs/sba/schur_complement_bundler_gpu.cpp:59 (discriminator 6)
11386501239,0x7d63bf612600,108000,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPUBundleAdjustmentProblem::GPUBundleAdjustmentProblem,/cuvslam/libs/cuda_modules/sba.cpp:415
11386501242,0x7d63bbe12600,108000,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPUBundleAdjustmentProblem::GPUBundleAdjustmentProblem,/cuvslam/libs/cuda_modules/sba.cpp:415
11386503733,0x7d63bc000000,4800000,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPUBundleAdjustmentProblem::GPUBundleAdjustmentProblem,/cuvslam/libs/cuda_modules/sba.cpp:415 (discriminator 1)
11386503741,0x7d63bf800000,4800000,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPUBundleAdjustmentProblem::GPUBundleAdjustmentProblem,/cuvslam/libs/cuda_modules/sba.cpp:415 (discriminator 1)
11386503753,0x7d63bf62cc00,1280,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPUBundleAdjustmentProblem::GPUBundleAdjustmentProblem,/cuvslam/libs/cuda_modules/sba.cpp:415 (discriminator 2)
11386503756,0x7d63bbe2cc00,1280,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPUBundleAdjustmentProblem::GPUBundleAdjustmentProblem,/cuvslam/libs/cuda_modules/sba.cpp:415 (discriminator 2)
11386503912,0x7d63bf62d200,2052,SBARig,ba_linear_system,cuvslam::cuda::sba::GPUBundleAdjustmentProblem::GPUBundleAdjustmentProblem,/cuvslam/libs/cuda_modules/sba.cpp:419
11386505552,0x7d63bca00000,2880000,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPUModelFunction::GPUModelFunction,/cuvslam/libs/cuda_modules/sba.cpp:28
11386505556,0x7d63bc600000,2880000,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPUModelFunction::GPUModelFunction,/cuvslam/libs/cuda_modules/sba.cpp:28
11386508667,0x7d63bd400000,5760000,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPUModelFunction::GPUModelFunction,/cuvslam/libs/cuda_modules/sba.cpp:29
11386508671,0x7d63bce00000,5760000,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPUModelFunction::GPUModelFunction,/cuvslam/libs/cuda_modules/sba.cpp:29
11386508683,0x7d63bf62dc00,960000,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPUModelFunction::GPUModelFunction,/cuvslam/libs/cuda_modules/sba.cpp:30
11386508686,0x7d63bbe2d200,960000,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPUModelFunction::GPUModelFunction,/cuvslam/libs/cuda_modules/sba.cpp:30
11386508694,0x7d63bf718200,480000,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPUModelFunction::GPUModelFunction,/cuvslam/libs/cuda_modules/sba.cpp:31
11386508697,0x7d63bbf17800,480000,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPUModelFunction::GPUModelFunction,/cuvslam/libs/cuda_modules/sba.cpp:31
11386508708,0x7d63bf78d600,1280,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPUParameterUpdate::GPUParameterUpdate,/cuvslam/libs/cuda_modules/sba.cpp:301
11386508711,0x7d63bbf8cc00,1280,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPUParameterUpdate::GPUParameterUpdate,/cuvslam/libs/cuda_modules/sba.cpp:301
11386508721,0x7d63bf78dc00,36000,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPUParameterUpdate::GPUParameterUpdate,/cuvslam/libs/cuda_modules/sba.cpp:302
11386508724,0x7d63bbf8d200,36000,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPUParameterUpdate::GPUParameterUpdate,/cuvslam/libs/cuda_modules/sba.cpp:302
11386508735,0x7d63bf796a00,480,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPUParameterUpdate::GPUParameterUpdate,/cuvslam/libs/cuda_modules/sba.cpp:303
11386508737,0x7d63bbf96000,480,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPUParameterUpdate::GPUParameterUpdate,/cuvslam/libs/cuda_modules/sba.cpp:303
11386508746,0x7d63bf796c00,36000,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPUParameterUpdate::GPUParameterUpdate,/cuvslam/libs/cuda_modules/sba.cpp:304
11386508752,0x7d63bbf96200,36000,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPUParameterUpdate::GPUParameterUpdate,/cuvslam/libs/cuda_modules/sba.cpp:304
11386508762,0x7d63bf79fa00,108000,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPULinearSystem::GPULinearSystem,/cuvslam/libs/cuda_modules/sba.cpp:82
11386508765,0x7d63bbf9f000,108000,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPULinearSystem::GPULinearSystem,/cuvslam/libs/cuda_modules/sba.cpp:82
11386508775,0x7d63bf7ba000,36000,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPULinearSystem::GPULinearSystem,/cuvslam/libs/cuda_modules/sba.cpp:83
11386508778,0x7d63bbfb9600,36000,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPULinearSystem::GPULinearSystem,/cuvslam/libs/cuda_modules/sba.cpp:83
11386509055,0x7d63bda00000,4362240,GPUImage,ba_linear_system,cuvslam::cuda::sba::GPULinearSystem::GPULinearSystem,/cuvslam/libs/cuda_modules/sba.cpp:84
11386509075,0x7d63bf7c2e00,61440,GPUImage,ba_linear_system,cuvslam::cuda::sba::GPULinearSystem::GPULinearSystem,/cuvslam/libs/cuda_modules/sba.cpp:85
11386509088,0x7d63bf7d1e00,480,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPULinearSystem::GPULinearSystem,/cuvslam/libs/cuda_modules/sba.cpp:86
11386509092,0x7d63bbfc2400,480,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPULinearSystem::GPULinearSystem,/cuvslam/libs/cuda_modules/sba.cpp:86
11386509103,0x7d63bf7d2000,108000,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPULinearSystem::GPULinearSystem,/cuvslam/libs/cuda_modules/sba.cpp:82
11386509106,0x7d63bbfc2600,108000,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPULinearSystem::GPULinearSystem,/cuvslam/libs/cuda_modules/sba.cpp:82
11386509117,0x7d63bf7ec600,36000,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPULinearSystem::GPULinearSystem,/cuvslam/libs/cuda_modules/sba.cpp:83
11386509120,0x7d63bbfdcc00,36000,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPULinearSystem::GPULinearSystem,/cuvslam/libs/cuda_modules/sba.cpp:83
11386509385,0x7d63be000000,4362240,GPUImage,ba_linear_system,cuvslam::cuda::sba::GPULinearSystem::GPULinearSystem,/cuvslam/libs/cuda_modules/sba.cpp:84
11386509649,0x7d63bfe00000,61440,GPUImage,ba_linear_system,cuvslam::cuda::sba::GPULinearSystem::GPULinearSystem,/cuvslam/libs/cuda_modules/sba.cpp:85
11386509664,0x7d63bf7f5400,480,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPULinearSystem::GPULinearSystem,/cuvslam/libs/cuda_modules/sba.cpp:86
11386509667,0x7d63bbfe5a00,480,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPULinearSystem::GPULinearSystem,/cuvslam/libs/cuda_modules/sba.cpp:86
11386509679,0x7d63bf7f5600,4,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPUSolver::GPUSolver,/cuvslam/libs/cuda_modules/sba.cpp:591
11386509682,0x7d63bbfe5c00,4,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPUSolver::GPUSolver,/cuvslam/libs/cuda_modules/sba.cpp:591
11386509694,0x7d63bf7f5800,400,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPUSolver::GPUSolver,/cuvslam/libs/cuda_modules/sba.cpp:591 (discriminator 1)
11386509697,0x7d63bbfe5e00,400,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPUSolver::GPUSolver,/cuvslam/libs/cuda_modules/sba.cpp:591 (discriminator 1)
11386509707,0x7d63bfe0f000,57600,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPUSolver::GPUSolver,/cuvslam/libs/cuda_modules/sba.cpp:592
11386509711,0x7d63bbfe6000,57600,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPUSolver::GPUSolver,/cuvslam/libs/cuda_modules/sba.cpp:592
11386522710,0x7d63bf7f6e00,4,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPUParameterUpdater::GPUParameterUpdater,/cuvslam/libs/cuda_modules/sba.cpp:637 (discriminator 2)
11386522716,0x7d63bbff4200,4,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPUParameterUpdater::GPUParameterUpdater,/cuvslam/libs/cuda_modules/sba.cpp:637 (discriminator 2)
11386522726,0x7d63bf7f7000,12,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPUParameterUpdater::GPUParameterUpdater,/cuvslam/libs/cuda_modules/sba.cpp:637
11386522729,0x7d63bbff4400,12,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPUParameterUpdater::GPUParameterUpdater,/cuvslam/libs/cuda_modules/sba.cpp:637
11386522768,0x7d63bf7f7200,264,GPUArrayPinned,feature_selection_scratch,cuvslam::cuda::GPUSelection::GPUSelection,/cuvslam/libs/cuda_modules/selection_v2.h:29
11386522771,0x7d63bbff4600,264,GPUArrayPinnedHost,feature_selection_scratch:host,cuvslam::cuda::GPUSelection::GPUSelection,/cuvslam/libs/cuda_modules/selection_v2.h:29
