Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.1,248734,114,2181.9,2176.0,2144,2208,15.7,"cuvslam::cuda::sba::pose_scaling_term_kernel(float *, float *, unsigned long, int, float *)"
0.1,190208,18,10567.1,10592.0,10432,10688,75.7,"void cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::detail::merge_sort::DeviceMergeSortBlockSortKernel<cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::detail::merge_sort::policy_hub<cuvslam::cuda::Keypoint *>::Policy600, cuvslam::cuda::Keypoint *, cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::NullType *, cuvslam::cuda::Keypoint *, cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::NullType *, unsigned long long, cuvslam::cuda::KeypointGreater, cuvslam::cuda::Keypoint, cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::NullType>(bool, T2, T3, T4, T5, T6, T8 *, T9 *, T7, cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::detail::vsmem_t)"
0.1,176480,114,1548.1,1536.0,1504,1632,41.8,"cuvslam::cuda::sba::make_prediction(float, float, float *, float *, float *, float *, float *)"
0.1,148800,18,8266.7,8272.0,8128,8448,93.8,"cuvslam::cuda::non_max_suppression_kernel(unsigned long long, uint2, float *, int)"
0.1,142848,114,1253.1,1248.0,1216,1280,18.4,"copy_info_kernel(int, int *)"
0.1,142528,114,1250.2,1248.0,1216,1280,17.4,"dtrsv_init_up(int *, int)"
0.1,142432,114,1249.4,1248.0,1216,1280,17.8,"xxtrf4_set_info_ker(int, int *)"
0.1,142336,114,1248.6,1248.0,1216,1280,18.5,dtrsv_init(int *)
0.1,138207,36,3839.1,3824.0,3648,4096,106.1,"void cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::detail::merge_sort::DeviceMergeSortMergeKernel<cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::detail::merge_sort::policy_hub<cuvslam::cuda::Keypoint *>::Policy600, cuvslam::cuda::Keypoint *, cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::NullType *, cuvslam::cuda::Keypoint *, cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::NullType *, unsigned long long, cuvslam::cuda::KeypointGreater, cuvslam::cuda::Keypoint, cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::NullType>(bool, T4, T5, T6, T8 *, T9 *, T7, T6 *, T6, cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::detail::vsmem_t)"
0.1,132288,72,1837.3,1872.0,1536,1952,105.6,"cuvslam::cuda::sba::update_points_kernel(cuvslam::cuda::sba::Point *, float3 *, int)"
0.1,129536,36,3598.2,3584.0,3488,3776,75.5,"void cub::CUB_300001_SM_750_800_860_870_880_890_900_1000_1030_1100_1200_1210::detail::merge_sort::DeviceMergeSortPartitionKernel<cuvslam::cuda::Keypoint *, unsigned long long, cuvslam::cuda::KeypointGreater, cuvslam::cuda::Keypoint>(bool, T1, T4 *, T2, T2, T2 *, T3, T2, int)"
0.1,112192,18,6232.9,6224.0,6176,6368,51.0,"cuvslam::cuda::accumulateGFTT_kernel(unsigned long long, uint2, uint2, uint2, float *)"
0.1,109919,72,1526.7,1536.0,1504,1568,20.4,"cuvslam::cuda::sba::update_poses_kernel(cuvslam::cuda::Mat<float, (int)4, (int)4> *, cuvslam::cuda::Mat<float, (int)4, (int)4> *, int)"
0.1,108640,89,1220.7,1216.0,1184,1248,18.4,"cuvslam::cuda::sba::clear_full_system_stage_2_kernel(cuvslam::cuda::sba::GPULinearSystemMeta, int)"
0.0,107360,18,5964.4,5952.0,5920,6048,49.3,"cuvslam::cuda::downsample_gftt_x8_kernel(const float *, int, float *, uint2, int, uint2 *, int)"
0.0,75264,18,4181.3,4160.0,4128,4448,71.1,"cuvslam::cuda::matcher::lift_kernel(unsigned long long, cuvslam::cuda::Inctinsics, const cuvslam::cuda::Track *, unsigned long, float3 *)"
0.0,55328,18,3073.8,3072.0,3040,3104,23.2,"cuvslam::cuda::select_features_kernel(const float *, uint2, unsigned long, const float *, uint2, int, const uint2 *, int, cuvslam::cuda::Keypoint *, int, int *, int *)"
0.0,32480,17,1910.6,1920.0,1696,1984,62.8,"cuvslam::cuda::filter_maximums_kernel(float *, uint2, int, const cuvslam::cuda::Keypoint *, int)"
