app,kernel,class,k_bw,c_ratio,speedup
hb_atomicSystemWide,atomicKernel,G3-l2-reuse,8.0,1.0,1.001
hb_atomicSystemWide,atomicKernel,G3-l2-reuse,16.0,0.25,0.54
hb_atomicSystemWide,atomicKernel,G3-l2-reuse,16.0,0.5,0.78
hb_atomicSystemWide,atomicKernel,G3-l2-reuse,16.0,0.75,0.915
hb_atomicSystemWide,atomicKernel,G3-l2-reuse,16.0,1.0,1.002
hb_attention,attention_kernel3,G1-bandwidth,2.0,0.25,0.552
hb_attention,attention_kernel3,G1-bandwidth,2.0,0.5,0.85
hb_attention,attention_kernel3,G1-bandwidth,2.0,0.75,1.036
hb_attention,attention_kernel3,G1-bandwidth,2.0,1.0,1.163
hb_attention,attention_kernel3,G1-bandwidth,4.0,0.25,0.578
hb_attention,attention_kernel3,G1-bandwidth,4.0,0.5,0.912
hb_attention,attention_kernel3,G1-bandwidth,4.0,0.75,1.129
hb_attention,attention_kernel3,G1-bandwidth,4.0,1.0,1.282
hb_attention,attention_kernel3,G1-bandwidth,8.0,0.25,0.591
hb_attention,attention_kernel3,G1-bandwidth,8.0,0.5,0.946
hb_attention,attention_kernel3,G1-bandwidth,8.0,0.75,1.183
hb_attention,attention_kernel3,G1-bandwidth,8.0,1.0,1.351
hb_attention,attention_kernel3,G1-bandwidth,16.0,0.25,0.598
hb_attention,attention_kernel3,G1-bandwidth,16.0,0.5,0.964
hb_attention,attention_kernel3,G1-bandwidth,16.0,0.75,1.211
hb_attention,attention_kernel3,G1-bandwidth,16.0,1.0,1.389
hb_attention,attention_kernel2,G1-bandwidth,2.0,0.25,0.446
hb_attention,attention_kernel2,G1-bandwidth,2.0,0.5,0.747
hb_attention,attention_kernel2,G1-bandwidth,2.0,0.75,0.964
hb_attention,attention_kernel2,G1-bandwidth,2.0,1.0,1.127
hb_attention,attention_kernel2,G1-bandwidth,4.0,0.25,0.459
hb_attention,attention_kernel2,G1-bandwidth,4.0,0.5,0.786
hb_attention,attention_kernel2,G1-bandwidth,4.0,0.75,1.03
hb_attention,attention_kernel2,G1-bandwidth,4.0,1.0,1.219
hb_attention,attention_kernel2,G1-bandwidth,8.0,0.25,0.466
hb_attention,attention_kernel2,G1-bandwidth,8.0,0.5,0.807
hb_attention,attention_kernel2,G1-bandwidth,8.0,0.75,1.066
hb_attention,attention_kernel2,G1-bandwidth,8.0,1.0,1.27
hb_attention,attention_kernel2,G1-bandwidth,16.0,0.25,0.47
hb_attention,attention_kernel2,G1-bandwidth,16.0,0.5,0.818
hb_attention,attention_kernel2,G1-bandwidth,16.0,0.75,1.085
hb_attention,attention_kernel2,G1-bandwidth,16.0,1.0,1.298
hb_attention_paged,uniform_fill_kernel,G1-bandwidth,2.0,0.25,0.351
hb_attention_paged,uniform_fill_kernel,G1-bandwidth,2.0,0.5,0.656
hb_attention_paged,uniform_fill_kernel,G1-bandwidth,2.0,0.75,0.923
hb_attention_paged,uniform_fill_kernel,G1-bandwidth,2.0,1.0,1.16
hb_attention_paged,uniform_fill_kernel,G1-bandwidth,4.0,0.25,0.361
hb_attention_paged,uniform_fill_kernel,G1-bandwidth,4.0,0.5,0.692
hb_attention_paged,uniform_fill_kernel,G1-bandwidth,4.0,0.75,0.996
hb_attention_paged,uniform_fill_kernel,G1-bandwidth,4.0,1.0,1.277
hb_attention_paged,uniform_fill_kernel,G1-bandwidth,8.0,0.25,0.366
hb_attention_paged,uniform_fill_kernel,G1-bandwidth,8.0,0.5,0.711
hb_attention_paged,uniform_fill_kernel,G1-bandwidth,8.0,0.75,1.037
hb_attention_paged,uniform_fill_kernel,G1-bandwidth,8.0,1.0,1.344
hb_attention_paged,uniform_fill_kernel,G1-bandwidth,16.0,0.25,0.369
hb_attention_paged,uniform_fill_kernel,G1-bandwidth,16.0,0.5,0.721
hb_attention_paged,uniform_fill_kernel,G1-bandwidth,16.0,0.75,1.058
hb_attention_paged,uniform_fill_kernel,G1-bandwidth,16.0,1.0,1.381
hb_attention_paged,norm_fill_kernel,G7-dependency,2.0,0.25,0.368
hb_attention_paged,norm_fill_kernel,G7-dependency,2.0,0.5,0.645
hb_attention_paged,norm_fill_kernel,G7-dependency,2.0,0.75,0.863
hb_attention_paged,norm_fill_kernel,G7-dependency,2.0,1.0,1.038
hb_attention_paged,norm_fill_kernel,G7-dependency,4.0,0.25,0.371
hb_attention_paged,norm_fill_kernel,G7-dependency,4.0,0.5,0.657
hb_attention_paged,norm_fill_kernel,G7-dependency,4.0,0.75,0.884
hb_attention_paged,norm_fill_kernel,G7-dependency,4.0,1.0,1.069
hb_attention_paged,norm_fill_kernel,G7-dependency,8.0,0.25,0.373
hb_attention_paged,norm_fill_kernel,G7-dependency,8.0,0.5,0.664
hb_attention_paged,norm_fill_kernel,G7-dependency,8.0,0.75,0.896
hb_attention_paged,norm_fill_kernel,G7-dependency,8.0,1.0,1.085
hb_attention_paged,norm_fill_kernel,G7-dependency,16.0,0.25,0.374
hb_attention_paged,norm_fill_kernel,G7-dependency,16.0,0.5,0.667
hb_attention_paged,norm_fill_kernel,G7-dependency,16.0,0.75,0.901
hb_attention_paged,norm_fill_kernel,G7-dependency,16.0,1.0,1.094
hb_attentionMergeState,merge_attn_states_kernel,G1-bandwidth,2.0,0.25,1.153
hb_attentionMergeState,merge_attn_states_kernel,G1-bandwidth,2.0,0.5,1.45
hb_attentionMergeState,merge_attn_states_kernel,G1-bandwidth,2.0,0.75,1.587
hb_attentionMergeState,merge_attn_states_kernel,G1-bandwidth,2.0,1.0,1.665
hb_attentionMergeState,merge_attn_states_kernel,G1-bandwidth,4.0,0.25,1.52
hb_attentionMergeState,merge_attn_states_kernel,G1-bandwidth,4.0,0.5,2.084
hb_attentionMergeState,merge_attn_states_kernel,G1-bandwidth,4.0,0.75,2.378
hb_attentionMergeState,merge_attn_states_kernel,G1-bandwidth,4.0,1.0,2.558
hb_attentionMergeState,merge_attn_states_kernel,G1-bandwidth,8.0,0.25,1.808
hb_attentionMergeState,merge_attn_states_kernel,G1-bandwidth,8.0,0.5,2.666
hb_attentionMergeState,merge_attn_states_kernel,G1-bandwidth,8.0,0.75,3.167
hb_attentionMergeState,merge_attn_states_kernel,G1-bandwidth,8.0,1.0,3.496
hb_attentionMergeState,merge_attn_states_kernel,G1-bandwidth,16.0,0.25,1.998
hb_attentionMergeState,merge_attn_states_kernel,G1-bandwidth,16.0,0.5,3.1
hb_attentionMergeState,merge_attn_states_kernel,G1-bandwidth,16.0,0.75,3.798
hb_attentionMergeState,merge_attn_states_kernel,G1-bandwidth,16.0,1.0,4.28
hb_attentionMergeState,uniform_fill_kernel,G3-l2-reuse,2.0,0.25,0.302
hb_attentionMergeState,uniform_fill_kernel,G3-l2-reuse,2.0,0.5,0.577
hb_attentionMergeState,uniform_fill_kernel,G3-l2-reuse,2.0,0.75,0.83
hb_attentionMergeState,uniform_fill_kernel,G3-l2-reuse,2.0,1.0,1.062
hb_attentionMergeState,uniform_fill_kernel,G3-l2-reuse,4.0,0.25,0.305
hb_attentionMergeState,uniform_fill_kernel,G3-l2-reuse,4.0,0.5,0.591
hb_attentionMergeState,uniform_fill_kernel,G3-l2-reuse,4.0,0.75,0.858
hb_attentionMergeState,uniform_fill_kernel,G3-l2-reuse,4.0,1.0,1.108
hb_attentionMergeState,uniform_fill_kernel,G3-l2-reuse,8.0,0.25,0.307
hb_attentionMergeState,uniform_fill_kernel,G3-l2-reuse,8.0,0.5,0.598
hb_attentionMergeState,uniform_fill_kernel,G3-l2-reuse,8.0,0.75,0.872
hb_attentionMergeState,uniform_fill_kernel,G3-l2-reuse,8.0,1.0,1.133
hb_attentionMergeState,uniform_fill_kernel,G3-l2-reuse,16.0,0.25,0.308
hb_attentionMergeState,uniform_fill_kernel,G3-l2-reuse,16.0,0.5,0.601
hb_attentionMergeState,uniform_fill_kernel,G3-l2-reuse,16.0,0.75,0.88
hb_attentionMergeState,uniform_fill_kernel,G3-l2-reuse,16.0,1.0,1.146
hb_attentionMultiHead,mha,G0-nosignal,2.0,0.25,0.274
hb_attentionMultiHead,mha,G0-nosignal,2.0,0.5,0.528
hb_attentionMultiHead,mha,G0-nosignal,2.0,0.75,0.762
hb_attentionMultiHead,mha,G0-nosignal,2.0,1.0,0.98
hb_attentionMultiHead,mha,G0-nosignal,4.0,0.25,0.274
hb_attentionMultiHead,mha,G0-nosignal,4.0,0.5,0.528
hb_attentionMultiHead,mha,G0-nosignal,4.0,0.75,0.762
hb_attentionMultiHead,mha,G0-nosignal,4.0,1.0,0.98
hb_attentionMultiHead,mha,G0-nosignal,8.0,0.25,0.274
hb_attentionMultiHead,mha,G0-nosignal,8.0,0.5,0.528
hb_attentionMultiHead,mha,G0-nosignal,8.0,0.75,0.762
hb_attentionMultiHead,mha,G0-nosignal,8.0,1.0,0.98
hb_attentionMultiHead,mha,G0-nosignal,16.0,0.25,0.274
hb_attentionMultiHead,mha,G0-nosignal,16.0,0.5,0.528
hb_attentionMultiHead,mha,G0-nosignal,16.0,0.75,0.762
hb_attentionMultiHead,mha,G0-nosignal,16.0,1.0,0.98
hb_axpby,multi_tensor_apply_kernel,G1-bandwidth,2.0,0.25,0.895
hb_axpby,multi_tensor_apply_kernel,G1-bandwidth,2.0,0.5,1.256
hb_axpby,multi_tensor_apply_kernel,G1-bandwidth,2.0,0.75,1.45
hb_axpby,multi_tensor_apply_kernel,G1-bandwidth,2.0,1.0,1.573
hb_axpby,multi_tensor_apply_kernel,G1-bandwidth,4.0,0.25,1.08
hb_axpby,multi_tensor_apply_kernel,G1-bandwidth,4.0,0.5,1.654
hb_axpby,multi_tensor_apply_kernel,G1-bandwidth,4.0,0.75,2.011
hb_axpby,multi_tensor_apply_kernel,G1-bandwidth,4.0,1.0,2.253
hb_axpby,multi_tensor_apply_kernel,G1-bandwidth,8.0,0.25,1.206
hb_axpby,multi_tensor_apply_kernel,G1-bandwidth,8.0,0.5,1.967
hb_axpby,multi_tensor_apply_kernel,G1-bandwidth,8.0,0.75,2.492
hb_axpby,multi_tensor_apply_kernel,G1-bandwidth,8.0,1.0,2.875
hb_axpby,multi_tensor_apply_kernel,G1-bandwidth,16.0,0.25,1.28
hb_axpby,multi_tensor_apply_kernel,G1-bandwidth,16.0,0.5,2.172
hb_axpby,multi_tensor_apply_kernel,G1-bandwidth,16.0,0.75,2.83
hb_axpby,multi_tensor_apply_kernel,G1-bandwidth,16.0,1.0,3.335
hb_babelstream,nstream_kernel,G1-bandwidth,2.0,0.25,1.722
hb_babelstream,nstream_kernel,G1-bandwidth,2.0,0.5,1.745
hb_babelstream,nstream_kernel,G1-bandwidth,2.0,0.75,1.752
hb_babelstream,nstream_kernel,G1-bandwidth,2.0,1.0,1.756
hb_babelstream,nstream_kernel,G1-bandwidth,4.0,0.25,2.813
hb_babelstream,nstream_kernel,G1-bandwidth,4.0,0.5,2.874
hb_babelstream,nstream_kernel,G1-bandwidth,4.0,0.75,2.896
hb_babelstream,nstream_kernel,G1-bandwidth,4.0,1.0,2.906
hb_babelstream,nstream_kernel,G1-bandwidth,8.0,0.25,4.117
hb_babelstream,nstream_kernel,G1-bandwidth,8.0,0.5,4.251
hb_babelstream,nstream_kernel,G1-bandwidth,8.0,0.75,4.297
hb_babelstream,nstream_kernel,G1-bandwidth,8.0,1.0,4.321
hb_babelstream,nstream_kernel,G1-bandwidth,16.0,0.25,5.361
hb_babelstream,nstream_kernel,G1-bandwidth,16.0,0.5,5.589
hb_babelstream,nstream_kernel,G1-bandwidth,16.0,0.75,5.67
hb_babelstream,nstream_kernel,G1-bandwidth,16.0,1.0,5.711
hb_babelstream,add_kernel,G1-bandwidth,2.0,0.25,1.693
hb_babelstream,add_kernel,G1-bandwidth,2.0,0.5,1.737
hb_babelstream,add_kernel,G1-bandwidth,2.0,0.75,1.752
hb_babelstream,add_kernel,G1-bandwidth,2.0,1.0,1.76
hb_babelstream,add_kernel,G1-bandwidth,4.0,0.25,2.742
hb_babelstream,add_kernel,G1-bandwidth,4.0,0.5,2.858
hb_babelstream,add_kernel,G1-bandwidth,4.0,0.75,2.899
hb_babelstream,add_kernel,G1-bandwidth,4.0,1.0,2.92
hb_babelstream,add_kernel,G1-bandwidth,8.0,0.25,3.971
hb_babelstream,add_kernel,G1-bandwidth,8.0,0.5,4.221
hb_babelstream,add_kernel,G1-bandwidth,8.0,0.75,4.311
hb_babelstream,add_kernel,G1-bandwidth,8.0,1.0,4.358
hb_babelstream,add_kernel,G1-bandwidth,16.0,0.25,5.119
hb_babelstream,add_kernel,G1-bandwidth,16.0,0.5,5.541
hb_babelstream,add_kernel,G1-bandwidth,16.0,0.75,5.698
hb_babelstream,add_kernel,G1-bandwidth,16.0,1.0,5.78
hb_babelstream,triad_kernel,G1-bandwidth,2.0,0.25,1.698
hb_babelstream,triad_kernel,G1-bandwidth,2.0,0.5,1.734
hb_babelstream,triad_kernel,G1-bandwidth,2.0,0.75,1.747
hb_babelstream,triad_kernel,G1-bandwidth,2.0,1.0,1.753
hb_babelstream,triad_kernel,G1-bandwidth,4.0,0.25,2.745
hb_babelstream,triad_kernel,G1-bandwidth,4.0,0.5,2.842
hb_babelstream,triad_kernel,G1-bandwidth,4.0,0.75,2.876
hb_babelstream,triad_kernel,G1-bandwidth,4.0,1.0,2.893
hb_babelstream,triad_kernel,G1-bandwidth,8.0,0.25,3.969
hb_babelstream,triad_kernel,G1-bandwidth,8.0,0.5,4.175
hb_babelstream,triad_kernel,G1-bandwidth,8.0,0.75,4.248
hb_babelstream,triad_kernel,G1-bandwidth,8.0,1.0,4.286
hb_babelstream,triad_kernel,G1-bandwidth,16.0,0.25,5.109
hb_babelstream,triad_kernel,G1-bandwidth,16.0,0.5,5.455
hb_babelstream,triad_kernel,G1-bandwidth,16.0,0.75,5.581
hb_babelstream,triad_kernel,G1-bandwidth,16.0,1.0,5.646
hb_babelstream,mul_kernel,G1-bandwidth,2.0,0.25,1.528
hb_babelstream,mul_kernel,G1-bandwidth,2.0,0.5,1.658
hb_babelstream,mul_kernel,G1-bandwidth,2.0,0.75,1.706
hb_babelstream,mul_kernel,G1-bandwidth,2.0,1.0,1.731
hb_babelstream,mul_kernel,G1-bandwidth,4.0,0.25,2.308
hb_babelstream,mul_kernel,G1-bandwidth,4.0,0.5,2.618
hb_babelstream,mul_kernel,G1-bandwidth,4.0,0.75,2.741
hb_babelstream,mul_kernel,G1-bandwidth,4.0,1.0,2.807
hb_babelstream,mul_kernel,G1-bandwidth,8.0,0.25,3.1
hb_babelstream,mul_kernel,G1-bandwidth,8.0,0.5,3.686
hb_babelstream,mul_kernel,G1-bandwidth,8.0,0.75,3.933
hb_babelstream,mul_kernel,G1-bandwidth,8.0,1.0,4.07
hb_babelstream,mul_kernel,G1-bandwidth,16.0,0.25,3.741
hb_babelstream,mul_kernel,G1-bandwidth,16.0,0.5,4.629
hb_babelstream,mul_kernel,G1-bandwidth,16.0,0.75,5.027
hb_babelstream,mul_kernel,G1-bandwidth,16.0,1.0,5.252
hb_babelstream,copy_kernel,G1-bandwidth,2.0,0.25,1.503
hb_babelstream,copy_kernel,G1-bandwidth,2.0,0.5,1.645
hb_babelstream,copy_kernel,G1-bandwidth,2.0,0.75,1.698
hb_babelstream,copy_kernel,G1-bandwidth,2.0,1.0,1.726
hb_babelstream,copy_kernel,G1-bandwidth,4.0,0.25,2.247
hb_babelstream,copy_kernel,G1-bandwidth,4.0,0.5,2.58
hb_babelstream,copy_kernel,G1-bandwidth,4.0,0.75,2.714
hb_babelstream,copy_kernel,G1-bandwidth,4.0,1.0,2.787
hb_babelstream,copy_kernel,G1-bandwidth,8.0,0.25,2.986
hb_babelstream,copy_kernel,G1-bandwidth,8.0,0.5,3.605
hb_babelstream,copy_kernel,G1-bandwidth,8.0,0.75,3.873
hb_babelstream,copy_kernel,G1-bandwidth,8.0,1.0,4.022
hb_babelstream,copy_kernel,G1-bandwidth,16.0,0.25,3.574
hb_babelstream,copy_kernel,G1-bandwidth,16.0,0.5,4.499
hb_babelstream,copy_kernel,G1-bandwidth,16.0,0.75,4.924
hb_babelstream,copy_kernel,G1-bandwidth,16.0,1.0,5.168
hb_babelstream,dot_kernel,G1-bandwidth,2.0,0.25,1.723
hb_babelstream,dot_kernel,G1-bandwidth,2.0,0.5,1.749
hb_babelstream,dot_kernel,G1-bandwidth,2.0,0.75,1.758
hb_babelstream,dot_kernel,G1-bandwidth,2.0,1.0,1.763
hb_babelstream,dot_kernel,G1-bandwidth,4.0,0.25,2.825
hb_babelstream,dot_kernel,G1-bandwidth,4.0,0.5,2.896
hb_babelstream,dot_kernel,G1-bandwidth,4.0,0.75,2.92
hb_babelstream,dot_kernel,G1-bandwidth,4.0,1.0,2.932
hb_babelstream,dot_kernel,G1-bandwidth,8.0,0.25,4.152
hb_babelstream,dot_kernel,G1-bandwidth,8.0,0.5,4.307
hb_babelstream,dot_kernel,G1-bandwidth,8.0,0.75,4.361
hb_babelstream,dot_kernel,G1-bandwidth,8.0,1.0,4.389
hb_babelstream,dot_kernel,G1-bandwidth,16.0,0.25,5.427
hb_babelstream,dot_kernel,G1-bandwidth,16.0,0.5,5.695
hb_babelstream,dot_kernel,G1-bandwidth,16.0,0.75,5.79
hb_babelstream,dot_kernel,G1-bandwidth,16.0,1.0,5.839
hb_background_subtract,updateThreshold,G5-compute,2.0,0.25,0.249
hb_background_subtract,updateThreshold,G5-compute,2.0,0.5,0.496
hb_background_subtract,updateThreshold,G5-compute,2.0,0.75,0.739
hb_background_subtract,updateThreshold,G5-compute,2.0,1.0,0.98
hb_background_subtract,updateThreshold,G5-compute,4.0,0.25,0.249
hb_background_subtract,updateThreshold,G5-compute,4.0,0.5,0.496
hb_background_subtract,updateThreshold,G5-compute,4.0,0.75,0.739
hb_background_subtract,updateThreshold,G5-compute,4.0,1.0,0.98
hb_background_subtract,updateThreshold,G5-compute,8.0,0.25,0.249
hb_background_subtract,updateThreshold,G5-compute,8.0,0.5,0.496
hb_background_subtract,updateThreshold,G5-compute,8.0,0.75,0.739
hb_background_subtract,updateThreshold,G5-compute,8.0,1.0,0.98
hb_background_subtract,updateThreshold,G5-compute,16.0,0.25,0.249
hb_background_subtract,updateThreshold,G5-compute,16.0,0.5,0.496
hb_background_subtract,updateThreshold,G5-compute,16.0,0.75,0.739
hb_background_subtract,updateThreshold,G5-compute,16.0,1.0,0.98
hb_background_subtract,updateBackground,G5-compute,2.0,0.25,0.249
hb_background_subtract,updateBackground,G5-compute,2.0,0.5,0.496
hb_background_subtract,updateBackground,G5-compute,2.0,0.75,0.739
hb_background_subtract,updateBackground,G5-compute,2.0,1.0,0.98
hb_background_subtract,updateBackground,G5-compute,4.0,0.25,0.249
hb_background_subtract,updateBackground,G5-compute,4.0,0.5,0.496
hb_background_subtract,updateBackground,G5-compute,4.0,0.75,0.739
hb_background_subtract,updateBackground,G5-compute,4.0,1.0,0.98
hb_background_subtract,updateBackground,G5-compute,8.0,0.25,0.249
hb_background_subtract,updateBackground,G5-compute,8.0,0.5,0.496
hb_background_subtract,updateBackground,G5-compute,8.0,0.75,0.739
hb_background_subtract,updateBackground,G5-compute,8.0,1.0,0.98
hb_background_subtract,updateBackground,G5-compute,16.0,0.25,0.249
hb_background_subtract,updateBackground,G5-compute,16.0,0.5,0.496
hb_background_subtract,updateBackground,G5-compute,16.0,0.75,0.739
hb_background_subtract,updateBackground,G5-compute,16.0,1.0,0.98
hb_background_subtract,findMovingPixels,G1-bandwidth,2.0,0.25,0.468
hb_background_subtract,findMovingPixels,G1-bandwidth,2.0,0.5,0.787
hb_background_subtract,findMovingPixels,G1-bandwidth,2.0,0.75,1.019
hb_background_subtract,findMovingPixels,G1-bandwidth,2.0,1.0,1.196
hb_background_subtract,findMovingPixels,G1-bandwidth,4.0,0.25,0.489
hb_background_subtract,findMovingPixels,G1-bandwidth,4.0,0.5,0.849
hb_background_subtract,findMovingPixels,G1-bandwidth,4.0,0.75,1.125
hb_background_subtract,findMovingPixels,G1-bandwidth,4.0,1.0,1.344
hb_background_subtract,findMovingPixels,G1-bandwidth,8.0,0.25,0.5
hb_background_subtract,findMovingPixels,G1-bandwidth,8.0,0.5,0.883
hb_background_subtract,findMovingPixels,G1-bandwidth,8.0,0.75,1.186
hb_background_subtract,findMovingPixels,G1-bandwidth,8.0,1.0,1.432
hb_background_subtract,findMovingPixels,G1-bandwidth,16.0,0.25,0.506
hb_background_subtract,findMovingPixels,G1-bandwidth,16.0,0.5,0.901
hb_background_subtract,findMovingPixels,G1-bandwidth,16.0,0.75,1.219
hb_background_subtract,findMovingPixels,G1-bandwidth,16.0,1.0,1.481
hb_backprop,kernel_layerforward,G1-bandwidth,2.0,0.25,0.257
hb_backprop,kernel_layerforward,G1-bandwidth,2.0,0.5,0.506
hb_backprop,kernel_layerforward,G1-bandwidth,2.0,0.75,0.748
hb_backprop,kernel_layerforward,G1-bandwidth,2.0,1.0,0.983
hb_backprop,kernel_layerforward,G1-bandwidth,4.0,0.25,0.257
hb_backprop,kernel_layerforward,G1-bandwidth,4.0,0.5,0.506
hb_backprop,kernel_layerforward,G1-bandwidth,4.0,0.75,0.749
hb_backprop,kernel_layerforward,G1-bandwidth,4.0,1.0,0.984
hb_backprop,kernel_layerforward,G1-bandwidth,8.0,0.25,0.257
hb_backprop,kernel_layerforward,G1-bandwidth,8.0,0.5,0.506
hb_backprop,kernel_layerforward,G1-bandwidth,8.0,0.75,0.749
hb_backprop,kernel_layerforward,G1-bandwidth,8.0,1.0,0.985
hb_backprop,kernel_layerforward,G1-bandwidth,16.0,0.25,0.257
hb_backprop,kernel_layerforward,G1-bandwidth,16.0,0.5,0.506
hb_backprop,kernel_layerforward,G1-bandwidth,16.0,0.75,0.749
hb_backprop,kernel_layerforward,G1-bandwidth,16.0,1.0,0.985
hb_backprop,kernel_adjust_weights,G1-bandwidth,2.0,0.25,0.273
hb_backprop,kernel_adjust_weights,G1-bandwidth,2.0,0.5,0.526
hb_backprop,kernel_adjust_weights,G1-bandwidth,2.0,0.75,0.763
hb_backprop,kernel_adjust_weights,G1-bandwidth,2.0,1.0,0.984
hb_backprop,kernel_adjust_weights,G1-bandwidth,4.0,0.25,0.273
hb_backprop,kernel_adjust_weights,G1-bandwidth,4.0,0.5,0.527
hb_backprop,kernel_adjust_weights,G1-bandwidth,4.0,0.75,0.764
hb_backprop,kernel_adjust_weights,G1-bandwidth,4.0,1.0,0.986
hb_backprop,kernel_adjust_weights,G1-bandwidth,8.0,0.25,0.273
hb_backprop,kernel_adjust_weights,G1-bandwidth,8.0,0.5,0.527
hb_backprop,kernel_adjust_weights,G1-bandwidth,8.0,0.75,0.764
hb_backprop,kernel_adjust_weights,G1-bandwidth,8.0,1.0,0.987
hb_backprop,kernel_adjust_weights,G1-bandwidth,16.0,0.25,0.273
hb_backprop,kernel_adjust_weights,G1-bandwidth,16.0,0.5,0.527
hb_backprop,kernel_adjust_weights,G1-bandwidth,16.0,0.75,0.765
hb_backprop,kernel_adjust_weights,G1-bandwidth,16.0,1.0,0.987
hb_base64e,base64_enc,G3-l2-reuse,2.0,0.25,0.288
hb_base64e,base64_enc,G3-l2-reuse,2.0,0.5,0.544
hb_base64e,base64_enc,G3-l2-reuse,2.0,0.75,0.773
hb_base64e,base64_enc,G3-l2-reuse,2.0,1.0,0.979
hb_base64e,base64_enc,G3-l2-reuse,4.0,0.25,0.288
hb_base64e,base64_enc,G3-l2-reuse,4.0,0.5,0.544
hb_base64e,base64_enc,G3-l2-reuse,4.0,0.75,0.773
hb_base64e,base64_enc,G3-l2-reuse,4.0,1.0,0.979
hb_base64e,base64_enc,G3-l2-reuse,8.0,0.25,0.288
hb_base64e,base64_enc,G3-l2-reuse,8.0,0.5,0.544
hb_base64e,base64_enc,G3-l2-reuse,8.0,0.75,0.773
hb_base64e,base64_enc,G3-l2-reuse,8.0,1.0,0.979
hb_base64e,base64_enc,G3-l2-reuse,16.0,0.25,0.288
hb_base64e,base64_enc,G3-l2-reuse,16.0,0.5,0.544
hb_base64e,base64_enc,G3-l2-reuse,16.0,0.75,0.773
hb_base64e,base64_enc,G3-l2-reuse,16.0,1.0,0.979
hb_bezier_surface,BezierGPU,G5-compute,2.0,0.25,0.249
hb_bezier_surface,BezierGPU,G5-compute,2.0,0.5,0.495
hb_bezier_surface,BezierGPU,G5-compute,2.0,0.75,0.739
hb_bezier_surface,BezierGPU,G5-compute,2.0,1.0,0.98
hb_bezier_surface,BezierGPU,G5-compute,4.0,0.25,0.249
hb_bezier_surface,BezierGPU,G5-compute,4.0,0.5,0.495
hb_bezier_surface,BezierGPU,G5-compute,4.0,0.75,0.739
hb_bezier_surface,BezierGPU,G5-compute,4.0,1.0,0.98
hb_bezier_surface,BezierGPU,G5-compute,8.0,0.25,0.249
hb_bezier_surface,BezierGPU,G5-compute,8.0,0.5,0.495
hb_bezier_surface,BezierGPU,G5-compute,8.0,0.75,0.739
hb_bezier_surface,BezierGPU,G5-compute,8.0,1.0,0.98
hb_bezier_surface,BezierGPU,G5-compute,16.0,0.25,0.249
hb_bezier_surface,BezierGPU,G5-compute,16.0,0.5,0.495
hb_bezier_surface,BezierGPU,G5-compute,16.0,0.75,0.739
hb_bezier_surface,BezierGPU,G5-compute,16.0,1.0,0.98
hb_bgmv,bgmv_shrink_kernel,G4-latency,2.0,0.25,0.318
hb_bgmv,bgmv_shrink_kernel,G4-latency,2.0,0.5,0.578
hb_bgmv,bgmv_shrink_kernel,G4-latency,2.0,0.75,0.796
hb_bgmv,bgmv_shrink_kernel,G4-latency,2.0,1.0,0.981
hb_bgmv,bgmv_shrink_kernel,G4-latency,4.0,0.25,0.318
hb_bgmv,bgmv_shrink_kernel,G4-latency,4.0,0.5,0.579
hb_bgmv,bgmv_shrink_kernel,G4-latency,4.0,0.75,0.797
hb_bgmv,bgmv_shrink_kernel,G4-latency,4.0,1.0,0.982
hb_bgmv,bgmv_shrink_kernel,G4-latency,8.0,0.25,0.318
hb_bgmv,bgmv_shrink_kernel,G4-latency,8.0,0.5,0.579
hb_bgmv,bgmv_shrink_kernel,G4-latency,8.0,0.75,0.797
hb_bgmv,bgmv_shrink_kernel,G4-latency,8.0,1.0,0.982
hb_bgmv,bgmv_shrink_kernel,G4-latency,16.0,0.25,0.318
hb_bgmv,bgmv_shrink_kernel,G4-latency,16.0,0.5,0.579
hb_bgmv,bgmv_shrink_kernel,G4-latency,16.0,0.75,0.797
hb_bgmv,bgmv_shrink_kernel,G4-latency,16.0,1.0,0.982
hb_bh,ForceCalculationKernel,G3-l2-reuse,2.0,0.25,0.283
hb_bh,ForceCalculationKernel,G3-l2-reuse,2.0,0.5,0.538
hb_bh,ForceCalculationKernel,G3-l2-reuse,2.0,0.75,0.77
hb_bh,ForceCalculationKernel,G3-l2-reuse,2.0,1.0,0.981
hb_bh,ForceCalculationKernel,G3-l2-reuse,4.0,0.25,0.283
hb_bh,ForceCalculationKernel,G3-l2-reuse,4.0,0.5,0.538
hb_bh,ForceCalculationKernel,G3-l2-reuse,4.0,0.75,0.77
hb_bh,ForceCalculationKernel,G3-l2-reuse,4.0,1.0,0.981
hb_bh,ForceCalculationKernel,G3-l2-reuse,8.0,0.25,0.283
hb_bh,ForceCalculationKernel,G3-l2-reuse,8.0,0.5,0.538
hb_bh,ForceCalculationKernel,G3-l2-reuse,8.0,0.75,0.77
hb_bh,ForceCalculationKernel,G3-l2-reuse,8.0,1.0,0.982
hb_bh,ForceCalculationKernel,G3-l2-reuse,16.0,0.25,0.283
hb_bh,ForceCalculationKernel,G3-l2-reuse,16.0,0.5,0.538
hb_bh,ForceCalculationKernel,G3-l2-reuse,16.0,0.75,0.77
hb_bh,ForceCalculationKernel,G3-l2-reuse,16.0,1.0,0.982
